"variable_name","value_type"
"82126_hilonormal_flag","Categorical"
"82126_value","Numeric + Categorical"
"82127_hilonormal_flag","Categorical"
"82127_value","Numeric + Categorical"
"82128_hilonormal_flag","Categorical"
"82128_value","Numeric + Categorical"
"82129_hilonormal_flag","Categorical"
"82129_value","Numeric + Categorical"
"82130_hilonormal_flag","Categorical"
"82130_value","Numeric + Categorical"
"82131_hilonormal_flag","None"
"82131_value","Categorical"
"82134_hilonormal_flag","Categorical"
"82134_value","Numeric + Categorical"
"82135_hilonormal_flag","Categorical"
"82135_value","Numeric + Categorical"
"82136_hilonormal_flag","Categorical"
"82136_value","Numeric + Categorical"
"82163_hilonormal_flag","Categorical"
"82163_value","Numeric + Categorical"
"82165_hilonormal_flag","Categorical"
"82165_value","Numeric + Categorical"
"82172_hilonormal_flag","Categorical"
"82172_value","Numeric + Categorical"
"82176_hilonormal_flag","None"
"82176_value","Categorical"
"82182_hilonormal_flag","None"
"82182_value","Numeric + Categorical"
"82197_hilonormal_flag","Categorical"
"82197_value","Numeric + Categorical"
"82203_hilonormal_flag","Categorical"
"82203_value","Categorical"
"82205_hilonormal_flag","Categorical"
"82205_value","Categorical"
"82206_hilonormal_flag","Categorical"
"82206_value","Categorical"
"82207_hilonormal_flag","Categorical"
"82207_value","Categorical"
"82210_hilonormal_flag","Categorical"
"82210_value","Numeric + Categorical"
"82212_hilonormal_flag","Categorical"
"82212_value","Numeric + Categorical"
"82217_hilonormal_flag","Categorical"
"82217_value","Numeric + Categorical"
"82219_hilonormal_flag","None"
"82219_value","Numeric + Categorical"
"82225_hilonormal_flag","None"
"82225_value","Numeric + Categorical"
"82243_hilonormal_flag","None"
"82243_value","Categorical"
"82246_hilonormal_flag","Categorical"
"82246_value","Numeric + Categorical"
"82250_hilonormal_flag","Categorical"
"82250_value","Numeric + Categorical"
"82260_hilonormal_flag","None"
"82260_value","Categorical"
"82285_hilonormal_flag","Categorical"
"82285_value","Numeric + Categorical"
"82287_hilonormal_flag","Categorical"
"82287_value","Numeric + Categorical"
"82302_hilonormal_flag","None"
"82302_value","Categorical"
"82304_hilonormal_flag","Categorical"
"82304_value","Categorical"
"82318_hilonormal_flag","Categorical"
"82318_value","Numeric + Categorical"
"82320_hilonormal_flag","Categorical"
"82320_value","Numeric + Categorical"
"82328_hilonormal_flag","None"
"82328_value","Categorical"
"82330_hilonormal_flag","Categorical"
"82330_value","Categorical"
"82332_hilonormal_flag","Categorical"
"82332_value","Numeric + Categorical"
"82334_hilonormal_flag","None"
"82334_value","Categorical"
"82337_hilonormal_flag","Categorical"
"82337_value","Numeric + Categorical"
"82354_hilonormal_flag","None"
"82354_value","Categorical"
"82356_hilonormal_flag","Categorical"
"82356_value","Numeric + Categorical"
"82358_hilonormal_flag","Categorical"
"82358_value","Numeric + Categorical"
"82360_hilonormal_flag","Categorical"
"82360_value","Numeric"
"82364_hilonormal_flag","Categorical"
"82364_value","Numeric"
"82368_hilonormal_flag","None"
"82368_value","Categorical"
"82373_hilonormal_flag","Categorical"
"82373_value","Numeric + Categorical"
"82375_hilonormal_flag","Categorical"
"82375_value","Numeric + Categorical"
"82377_hilonormal_flag","Categorical"
"82377_value","Numeric + Categorical"
"82381_hilonormal_flag","None"
"82381_value","Categorical"
"82384_hilonormal_flag","None"
"82384_value","Numeric + Categorical"
"82387_hilonormal_flag","Categorical"
"82387_value","Numeric + Categorical"
"82390_hilonormal_flag","None"
"82390_value","Numeric + Categorical"
"82400_hilonormal_flag","None"
"82400_value","Categorical"
"82417_hilonormal_flag","Categorical"
"82417_value","Numeric + Categorical"
"82422_hilonormal_flag","Categorical"
"82422_value","Categorical"
"82443_hilonormal_flag","None"
"82443_value","Numeric + Categorical"
"82446_hilonormal_flag","Categorical"
"82446_value","Numeric + Categorical"
"82453_hilonormal_flag","None"
"82453_value","Categorical"
"82454_hilonormal_flag","None"
"82454_value","Categorical"
"82456_hilonormal_flag","Categorical"
"82456_value","Numeric + Categorical"
"82458_hilonormal_flag","None"
"82458_value","Categorical"
"82462_hilonormal_flag","None"
"82462_value","Categorical"
"82468_hilonormal_flag","None"
"82468_value","Categorical"
"82474_hilonormal_flag","Categorical"
"82474_value","Numeric"
"82477_hilonormal_flag","Categorical"
"82477_value","Numeric + Categorical"
"82479_hilonormal_flag","Categorical"
"82479_value","Numeric + Categorical"
"82481_hilonormal_flag","None"
"82481_value","Categorical"
"82485_hilonormal_flag","Categorical"
"82485_value","Categorical"
"82486_hilonormal_flag","None"
"82486_value","Categorical"
"82492_hilonormal_flag","None"
"82492_value","Categorical"
"82498_hilonormal_flag","None"
"82498_value","Categorical"
"82500_hilonormal_flag","Categorical"
"82500_value","Numeric + Categorical"
"82502_hilonormal_flag","None"
"82502_value","Numeric + Categorical"
"82509_hilonormal_flag","Categorical"
"82509_value","Numeric + Categorical"
"82513_hilonormal_flag","None"
"82513_value","Categorical"
"82536_hilonormal_flag","Categorical"
"82536_value","Categorical"
"82540_hilonormal_flag","None"
"82540_value","Categorical"
"82542_hilonormal_flag","None"
"82542_value","Categorical"
"82550_hilonormal_flag","None"
"82550_value","Numeric + Categorical"
"82551_hilonormal_flag","None"
"82551_value","Categorical"
"82562_hilonormal_flag","None"
"82562_value","Categorical"
"82566_hilonormal_flag","None"
"82566_value","Numeric + Categorical"
"82568_hilonormal_flag","Categorical"
"82568_value","Numeric + Categorical"
"82571_hilonormal_flag","Categorical"
"82571_value","Categorical"
"82574_hilonormal_flag","Categorical"
"82574_value","Categorical"
"82576_hilonormal_flag","Categorical"
"82576_value","Categorical"
"82577_hilonormal_flag","Categorical"
"82577_value","Categorical"
"82579_hilonormal_flag","Categorical"
"82579_value","Numeric + Categorical"
"82587_hilonormal_flag","Categorical"
"82587_value","Numeric + Categorical"
"82602_hilonormal_flag","Categorical"
"82602_value","Categorical"
"82606_hilonormal_flag","Categorical"
"82606_value","Categorical"
"82611_hilonormal_flag","Categorical"
"82611_value","Categorical"
"82623_hilonormal_flag","Categorical"
"82623_value","Categorical"
"82624_hilonormal_flag","Categorical"
"82624_value","Categorical"
"82632_hilonormal_flag","Categorical"
"82632_value","Numeric + Categorical"
"82635_hilonormal_flag","Categorical"
"82635_value","Numeric + Categorical"
"82644_hilonormal_flag","Categorical"
"82644_value","Categorical"
"82652_hilonormal_flag","Categorical"
"82652_value","Numeric"
"82655_hilonormal_flag","None"
"82655_value","Categorical"
"82656_hilonormal_flag","None"
"82656_value","Categorical"
"82658_hilonormal_flag","None"
"82658_value","Categorical"
"82659_hilonormal_flag","Categorical"
"82659_value","Categorical"
"82660_hilonormal_flag","Categorical"
"82660_value","Categorical"
"82666_hilonormal_flag","None"
"82666_value","Numeric"
"82667_hilonormal_flag","Categorical"
"82667_value","Numeric"
"82679_hilonormal_flag","Categorical"
"82679_value","Categorical"
"82698_hilonormal_flag","Categorical"
"82698_value","Numeric + Categorical"
"82706_hilonormal_flag","Categorical"
"82706_value","Categorical"
"82708_hilonormal_flag","Categorical"
"82708_value","Numeric"
"82716_hilonormal_flag","Categorical"
"82716_value","Numeric + Categorical"
"82717_hilonormal_flag","Categorical"
"82717_value","Numeric + Categorical"
"82729_hilonormal_flag","None"
"82729_value","Numeric + Categorical"
"82730_hilonormal_flag","Categorical"
"82730_value","Categorical"
"82737_hilonormal_flag","Categorical"
"82737_value","Categorical"
"82743_hilonormal_flag","Categorical"
"82743_value","Categorical"
"82745_hilonormal_flag","Categorical"
"82745_value","Numeric + Categorical"
"82746_hilonormal_flag","Categorical"
"82746_value","Numeric"
"82748_hilonormal_flag","Categorical"
"82748_value","Categorical"
"82750_hilonormal_flag","Categorical"
"82750_value","Categorical"
"82752_hilonormal_flag","Categorical"
"82752_value","Numeric + Categorical"
"82759_hilonormal_flag","Categorical"
"82759_value","Numeric + Categorical"
"82761_hilonormal_flag","None"
"82761_value","Categorical"
"82763_hilonormal_flag","None"
"82763_value","Categorical"
"82767_hilonormal_flag","None"
"82767_value","Categorical"
"82769_hilonormal_flag","Categorical"
"82769_value","Numeric"
"82772_hilonormal_flag","Categorical"
"82772_value","Categorical"
"82774_hilonormal_flag","None"
"82774_value","Categorical"
"82776_hilonormal_flag","Categorical"
"82776_value","Categorical"
"82777_hilonormal_flag","Categorical"
"82777_value","Categorical"
"82778_hilonormal_flag","Categorical"
"82778_value","Categorical"
"82779_hilonormal_flag","Categorical"
"82779_value","Categorical"
"82780_hilonormal_flag","Categorical"
"82780_value","Categorical"
"82781_hilonormal_flag","Categorical"
"82781_value","Categorical"
"82782_hilonormal_flag","Categorical"
"82782_value","Categorical"
"82783_hilonormal_flag","Categorical"
"82783_value","Categorical"
"82784_hilonormal_flag","Categorical"
"82784_value","Categorical"
"82785_hilonormal_flag","Categorical"
"82785_value","Categorical"
"82786_hilonormal_flag","Categorical"
"82786_value","Categorical"
"82791_hilonormal_flag","None"
"82791_value","Numeric + Categorical"
"82793_hilonormal_flag","Categorical"
"82793_value","Numeric + Categorical"
"82794_hilonormal_flag","Categorical"
"82794_value","Numeric + Categorical"
"82795_hilonormal_flag","Categorical"
"82795_value","Numeric + Categorical"
"82797_hilonormal_flag","Categorical"
"82797_value","Numeric"
"82798_hilonormal_flag","Categorical"
"82798_value","Numeric"
"82799_hilonormal_flag","Categorical"
"82799_value","Numeric"
"82800_hilonormal_flag","Categorical"
"82800_value","Numeric"
"82802_hilonormal_flag","Categorical"
"82802_value","Numeric"
"82805_hilonormal_flag","Categorical"
"82805_value","Numeric + Categorical"
"82809_hilonormal_flag","None"
"82809_value","Categorical"
"82812_hilonormal_flag","None"
"82812_value","Categorical"
"82847_hilonormal_flag","None"
"82847_value","Categorical"
"82874_hilonormal_flag","Categorical"
"82874_value","Numeric + Categorical"
"82881_hilonormal_flag","Categorical"
"82881_value","Categorical"
"82884_hilonormal_flag","None"
"82884_value","Numeric + Categorical"
"82886_hilonormal_flag","None"
"82886_value","Numeric + Categorical"
"82887_hilonormal_flag","None"
"82887_value","Categorical"
"82889_hilonormal_flag","Categorical"
"82889_value","Numeric + Categorical"
"82892_hilonormal_flag","None"
"82892_value","Categorical"
"82896_hilonormal_flag","None"
"82896_value","Numeric + Categorical"
"82902_hilonormal_flag","Categorical"
"82902_value","Numeric + Categorical"
"82909_hilonormal_flag","None"
"82909_value","Categorical"
"82923_hilonormal_flag","Categorical"
"82923_value","Numeric + Categorical"
"82924_hilonormal_flag","Categorical"
"82924_value","Numeric + Categorical"
"82926_hilonormal_flag","Categorical"
"82926_value","Numeric + Categorical"
"82928_hilonormal_flag","Categorical"
"82928_value","Numeric + Categorical"
"82931_hilonormal_flag","Categorical"
"82931_value","Numeric"
"82932_hilonormal_flag","None"
"82932_value","Categorical"
"82935_hilonormal_flag","Categorical"
"82935_value","Numeric + Categorical"
"82936_hilonormal_flag","Categorical"
"82936_value","Categorical"
"82937_hilonormal_flag","Categorical"
"82937_value","Numeric"
"82939_hilonormal_flag","Categorical"
"82939_value","Numeric"
"82941_hilonormal_flag","Categorical"
"82941_value","Numeric"
"82944_hilonormal_flag","None"
"82944_value","Categorical"
"82947_hilonormal_flag","Categorical"
"82947_value","Numeric + Categorical"
"82953_hilonormal_flag","None"
"82953_value","Categorical"
"82965_hilonormal_flag","Categorical"
"82965_value","Numeric"
"82967_hilonormal_flag","Categorical"
"82967_value","Numeric"
"82989_hilonormal_flag","Categorical"
"82989_value","Categorical"
"83005_hilonormal_flag","Categorical"
"83005_value","Categorical"
"83011_hilonormal_flag","Categorical"
"83011_value","Categorical"
"83012_hilonormal_flag","Categorical"
"83012_value","Categorical"
"83023_hilonormal_flag","Categorical"
"83023_value","Numeric"
"83038_hilonormal_flag","Categorical"
"83038_value","Numeric + Categorical"
"83039_hilonormal_flag","None"
"83039_value","Numeric + Categorical"
"83040_hilonormal_flag","Categorical"
"83040_value","Categorical"
"83041_hilonormal_flag","None"
"83041_value","Categorical"
"83051_hilonormal_flag","None"
"83051_value","Categorical"
"83053_hilonormal_flag","Categorical"
"83053_value","Categorical"
"83055_hilonormal_flag","None"
"83055_value","Numeric + Categorical"
"83057_hilonormal_flag","Categorical"
"83057_value","Numeric"
"83059_hilonormal_flag","None"
"83059_value","Numeric + Categorical"
"83075_hilonormal_flag","Categorical"
"83075_value","Numeric + Categorical"
"83078_hilonormal_flag","Categorical"
"83078_value","Numeric + Categorical"
"83108_hilonormal_flag","Categorical"
"83108_value","Numeric + Categorical"
"83114_hilonormal_flag","Categorical"
"83114_value","Categorical"
"83133_hilonormal_flag","Categorical"
"83133_value","Numeric + Categorical"
"83154_hilonormal_flag","Categorical"
"83154_value","Numeric"
"83156_hilonormal_flag","None"
"83156_value","Categorical"
"83162_hilonormal_flag","Categorical"
"83162_value","Numeric"
"83163_hilonormal_flag","Categorical"
"83163_value","Numeric"
"83164_hilonormal_flag","Categorical"
"83164_value","Numeric + Categorical"
"83165_hilonormal_flag","Categorical"
"83165_value","Numeric"
"83170_hilonormal_flag","None"
"83170_value","Categorical"
"83171_hilonormal_flag","None"
"83171_value","Categorical"
"83177_hilonormal_flag","None"
"83177_value","Categorical"
"83214_hilonormal_flag","Categorical"
"83214_value","Numeric + Categorical"
"83216_hilonormal_flag","Categorical"
"83216_value","Categorical"
"83217_hilonormal_flag","Categorical"
"83217_value","Categorical"
"83219_hilonormal_flag","Categorical"
"83219_value","Numeric"
"83227_hilonormal_flag","Categorical"
"83227_value","Categorical"
"83233_hilonormal_flag","Categorical"
"83233_value","Numeric + Categorical"
"83235_hilonormal_flag","Categorical"
"83235_value","Numeric"
"83237_hilonormal_flag","Categorical"
"83237_value","Numeric"
"83238_hilonormal_flag","Categorical"
"83238_value","Numeric"
"83267_hilonormal_flag","Categorical"
"83267_value","Categorical"
"83315_hilonormal_flag","Categorical"
"83315_value","Numeric + Categorical"
"83317_hilonormal_flag","Categorical"
"83317_value","Numeric"
"83318_hilonormal_flag","Categorical"
"83318_value","Numeric"
"83319_hilonormal_flag","None"
"83319_value","Numeric"
"83321_hilonormal_flag","Categorical"
"83321_value","Numeric"
"83323_hilonormal_flag","None"
"83323_value","Numeric"
"83324_hilonormal_flag","None"
"83324_value","Categorical"
"83368_hilonormal_flag","None"
"83368_value","Categorical"
"83370_hilonormal_flag","None"
"83370_value","Categorical"
"83378_hilonormal_flag","None"
"83378_value","Categorical"
"83384_hilonormal_flag","Categorical"
"83384_value","Categorical"
"83391_hilonormal_flag","Categorical"
"83391_value","Numeric + Categorical"
"83395_hilonormal_flag","Categorical"
"83395_value","Numeric + Categorical"
"83399_hilonormal_flag","Categorical"
"83399_value","Categorical"
"83400_hilonormal_flag","None"
"83400_value","Categorical"
"83401_hilonormal_flag","Categorical"
"83401_value","Categorical"
"83402_hilonormal_flag","None"
"83402_value","Categorical"
"83424_hilonormal_flag","None"
"83424_value","Numeric + Categorical"
"83428_hilonormal_flag","Categorical"
"83428_value","Numeric + Categorical"
"83438_hilonormal_flag","Categorical"
"83438_value","Numeric + Categorical"
"83440_hilonormal_flag","Categorical"
"83440_value","Numeric + Categorical"
"83450_hilonormal_flag","Categorical"
"83450_value","Numeric"
"83456_hilonormal_flag","None"
"83456_value","Categorical"
"83458_hilonormal_flag","None"
"83458_value","Categorical"
"83460_hilonormal_flag","None"
"83460_value","Numeric"
"83462_hilonormal_flag","None"
"83462_value","Numeric"
"83478_hilonormal_flag","None"
"83478_value","Categorical"
"83493_hilonormal_flag","Categorical"
"83493_value","Numeric + Categorical"
"83494_hilonormal_flag","Categorical"
"83494_value","Categorical"
"83496_hilonormal_flag","None"
"83496_value","Numeric + Categorical"
"83497_hilonormal_flag","Categorical"
"83497_value","Categorical"
"83507_hilonormal_flag","None"
"83507_value","Numeric"
"83552_hilonormal_flag","Categorical"
"83552_value","Categorical"
"83572_hilonormal_flag","Categorical"
"83572_value","Numeric + Categorical"
"83577_hilonormal_flag","Categorical"
"83577_value","Numeric + Categorical"
"83591_hilonormal_flag","Categorical"
"83591_value","Numeric + Categorical"
"83592_hilonormal_flag","Categorical"
"83592_value","Numeric + Categorical"
"83593_hilonormal_flag","None"
"83593_value","Numeric + Categorical"
"83594_hilonormal_flag","Categorical"
"83594_value","Numeric + Categorical"
"83595_hilonormal_flag","Categorical"
"83595_value","Numeric"
"83597_hilonormal_flag","None"
"83597_value","Categorical"
"83598_hilonormal_flag","None"
"83598_value","Categorical"
"83600_hilonormal_flag","None"
"83600_value","Categorical"
"83603_hilonormal_flag","Categorical"
"83603_value","Categorical"
"83604_hilonormal_flag","Categorical"
"83604_value","Categorical"
"83605_hilonormal_flag","None"
"83605_value","Categorical"
"83606_hilonormal_flag","Categorical"
"83606_value","Categorical"
"83607_hilonormal_flag","None"
"83607_value","Categorical"
"83657_hilonormal_flag","None"
"83657_value","Categorical"
"83680_hilonormal_flag","None"
"83680_value","Categorical"
"83682_hilonormal_flag","Categorical"
"83682_value","Categorical"
"83712_hilonormal_flag","Categorical"
"83712_value","Categorical"
"83735_hilonormal_flag","Categorical"
"83735_value","Numeric + Categorical"
"83759_hilonormal_flag","None"
"83759_value","Numeric + Categorical"
"83767_hilonormal_flag","Categorical"
"83767_value","Categorical"
"83780_hilonormal_flag","None"
"83780_value","Categorical"
"83781_hilonormal_flag","None"
"83781_value","Categorical"
"83817_hilonormal_flag","None"
"83817_value","Categorical"
"83828_hilonormal_flag","None"
"83828_value","Categorical"
"83875_hilonormal_flag","Categorical"
"83875_value","Numeric + Categorical"
"83879_hilonormal_flag","Categorical"
"83879_value","Numeric"
"83884_hilonormal_flag","Categorical"
"83884_value","Numeric"
"83886_hilonormal_flag","None"
"83886_value","Numeric + Categorical"
"83904_hilonormal_flag","Categorical"
"83904_value","Numeric"
"83929_hilonormal_flag","Categorical"
"83929_value","Numeric + Categorical"
"83935_hilonormal_flag","None"
"83935_value","Categorical"
"83939_hilonormal_flag","Categorical"
"83939_value","Categorical"
"83940_hilonormal_flag","None"
"83940_value","Categorical"
"83946_hilonormal_flag","Categorical"
"83946_value","Categorical"
"83968_hilonormal_flag","Categorical"
"83968_value","Categorical"
"83975_hilonormal_flag","None"
"83975_value","Categorical"
"83976_hilonormal_flag","Categorical"
"83976_value","Categorical"
"83978_hilonormal_flag","None"
"83978_value","Categorical"
"83979_hilonormal_flag","Categorical"
"83979_value","Categorical"
"83980_hilonormal_flag","Categorical"
"83980_value","Categorical"
"83985_hilonormal_flag","Categorical"
"83985_value","Numeric + Categorical"
"83986_hilonormal_flag","Categorical"
"83986_value","Numeric + Categorical"
"83987_hilonormal_flag","Categorical"
"83987_value","Numeric + Categorical"
"83988_hilonormal_flag","Categorical"
"83988_value","Numeric + Categorical"
"83989_hilonormal_flag","Categorical"
"83989_value","Numeric + Categorical"
"83990_hilonormal_flag","Categorical"
"83990_value","Numeric + Categorical"
"83991_hilonormal_flag","Categorical"
"83991_value","Numeric + Categorical"
"83992_hilonormal_flag","Categorical"
"83992_value","Numeric + Categorical"
"83993_hilonormal_flag","Categorical"
"83993_value","Numeric + Categorical"
"83994_hilonormal_flag","Categorical"
"83994_value","Numeric + Categorical"
"83995_hilonormal_flag","Categorical"
"83995_value","Numeric + Categorical"
"83996_hilonormal_flag","Categorical"
"83996_value","Numeric + Categorical"
"83997_hilonormal_flag","Categorical"
"83997_value","Numeric + Categorical"
"84007_hilonormal_flag","Categorical"
"84007_value","Numeric + Categorical"
"84008_hilonormal_flag","Categorical"
"84008_value","Numeric + Categorical"
"84011_hilonormal_flag","Categorical"
"84011_value","Categorical"
"84051_hilonormal_flag","None"
"84051_value","Numeric + Categorical"
"84054_hilonormal_flag","Categorical"
"84054_value","Categorical"
"84056_hilonormal_flag","None"
"84056_value","Categorical"
"84058_hilonormal_flag","Categorical"
"84058_value","Categorical"
"84059_hilonormal_flag","None"
"84059_value","Categorical"
"84062_hilonormal_flag","None"
"84062_value","Categorical"
"84065_hilonormal_flag","Categorical"
"84065_value","Numeric + Categorical"
"84066_hilonormal_flag","Categorical"
"84066_value","Numeric + Categorical"
"84067_hilonormal_flag","Categorical"
"84067_value","Numeric + Categorical"
"84068_hilonormal_flag","Categorical"
"84068_value","Numeric + Categorical"
"84069_hilonormal_flag","Categorical"
"84069_value","Numeric + Categorical"
"84070_hilonormal_flag","Categorical"
"84070_value","Numeric + Categorical"
"84071_hilonormal_flag","Categorical"
"84071_value","Numeric + Categorical"
"84072_hilonormal_flag","Categorical"
"84072_value","Numeric + Categorical"
"84073_hilonormal_flag","Categorical"
"84073_value","Numeric + Categorical"
"84074_hilonormal_flag","Categorical"
"84074_value","Numeric + Categorical"
"84075_hilonormal_flag","Categorical"
"84075_value","Numeric + Categorical"
"84076_hilonormal_flag","None"
"84076_value","Numeric + Categorical"
"84082_hilonormal_flag","None"
"84082_value","Categorical"
"84084_hilonormal_flag","None"
"84084_value","Categorical"
"84102_hilonormal_flag","None"
"84102_value","Numeric + Categorical"
"84103_hilonormal_flag","Categorical"
"84103_value","Numeric + Categorical"
"84104_hilonormal_flag","Categorical"
"84104_value","Numeric + Categorical"
"84105_hilonormal_flag","Categorical"
"84105_value","Numeric + Categorical"
"84106_hilonormal_flag","Categorical"
"84106_value","Numeric + Categorical"
"84107_hilonormal_flag","Categorical"
"84107_value","Numeric + Categorical"
"84108_hilonormal_flag","Categorical"
"84108_value","Numeric + Categorical"
"84109_hilonormal_flag","Categorical"
"84109_value","Numeric + Categorical"
"84110_hilonormal_flag","Categorical"
"84110_value","Numeric + Categorical"
"84111_hilonormal_flag","Categorical"
"84111_value","Numeric + Categorical"
"84119_hilonormal_flag","None"
"84119_value","Categorical"
"84122_hilonormal_flag","None"
"84122_value","Categorical"
"84128_hilonormal_flag","None"
"84128_value","Categorical"
"84129_hilonormal_flag","None"
"84129_value","Numeric + Categorical"
"84137_hilonormal_flag","Categorical"
"84137_value","Numeric + Categorical"
"84138_hilonormal_flag","Categorical"
"84138_value","Numeric + Categorical"
"84139_hilonormal_flag","Categorical"
"84139_value","Numeric + Categorical"
"84140_hilonormal_flag","Categorical"
"84140_value","Numeric + Categorical"
"84141_hilonormal_flag","None"
"84141_value","Categorical"
"84154_hilonormal_flag","None"
"84154_value","Numeric + Categorical"
"84155_hilonormal_flag","None"
"84155_value","Numeric + Categorical"
"84156_hilonormal_flag","Categorical"
"84156_value","Categorical"
"84162_hilonormal_flag","None"
"84162_value","Numeric + Categorical"
"84163_hilonormal_flag","None"
"84163_value","Numeric + Categorical"
"84173_hilonormal_flag","Categorical"
"84173_value","Numeric + Categorical"
"84216_hilonormal_flag","None"
"84216_value","Categorical"
"84218_hilonormal_flag","None"
"84218_value","Categorical"
"84219_hilonormal_flag","Categorical"
"84219_value","Categorical"
"84220_hilonormal_flag","Categorical"
"84220_value","Categorical"
"84221_hilonormal_flag","Categorical"
"84221_value","Categorical"
"84223_hilonormal_flag","None"
"84223_value","Categorical"
"84236_hilonormal_flag","None"
"84236_value","Categorical"
"84241_hilonormal_flag","Categorical"
"84241_value","Numeric + Categorical"
"84242_hilonormal_flag","Categorical"
"84242_value","Numeric + Categorical"
"84243_hilonormal_flag","None"
"84243_value","Numeric + Categorical"
"84252_hilonormal_flag","None"
"84252_value","Categorical"
"84255_hilonormal_flag","None"
"84255_value","Categorical"
"84257_hilonormal_flag","Categorical"
"84257_value","Categorical"
"84263_hilonormal_flag","Categorical"
"84263_value","Categorical"
"84274_hilonormal_flag","Categorical"
"84274_value","Categorical"
"84276_hilonormal_flag","Categorical"
"84276_value","Numeric + Categorical"
"84278_hilonormal_flag","None"
"84278_value","Categorical"
"84279_hilonormal_flag","None"
"84279_value","Categorical"
"84287_hilonormal_flag","Categorical"
"84287_value","Numeric"
"84288_hilonormal_flag","Categorical"
"84288_value","Numeric"
"84289_hilonormal_flag","Categorical"
"84289_value","Numeric"
"84290_hilonormal_flag","Categorical"
"84290_value","Numeric"
"84291_hilonormal_flag","None"
"84291_value","Categorical"
"84292_hilonormal_flag","Categorical"
"84292_value","Numeric"
"84293_hilonormal_flag","Categorical"
"84293_value","Numeric"
"84294_hilonormal_flag","Categorical"
"84294_value","Numeric"
"84295_hilonormal_flag","None"
"84295_value","Categorical"
"84307_hilonormal_flag","Categorical"
"84307_value","Numeric + Categorical"
"84320_hilonormal_flag","None"
"84320_value","Numeric + Categorical"
"84321_hilonormal_flag","None"
"84321_value","Numeric + Categorical"
"84322_hilonormal_flag","None"
"84322_value","Numeric + Categorical"
"84324_hilonormal_flag","None"
"84324_value","Numeric + Categorical"
"84337_hilonormal_flag","None"
"84337_value","Categorical"
"84338_hilonormal_flag","Categorical"
"84338_value","Numeric + Categorical"
"84339_hilonormal_flag","Categorical"
"84339_value","Numeric + Categorical"
"84348_hilonormal_flag","None"
"84348_value","Numeric + Categorical"
"84349_hilonormal_flag","Categorical"
"84349_value","Numeric + Categorical"
"84350_hilonormal_flag","Categorical"
"84350_value","Categorical"
"84351_hilonormal_flag","Categorical"
"84351_value","Categorical"
"84365_hilonormal_flag","Categorical"
"84365_value","Numeric + Categorical"
"84370_hilonormal_flag","None"
"84370_value","Numeric"
"84373_hilonormal_flag","None"
"84373_value","Categorical"
"84374_hilonormal_flag","None"
"84374_value","Categorical"
"84384_hilonormal_flag","None"
"84384_value","Categorical"
"84390_hilonormal_flag","Categorical"
"84390_value","Numeric + Categorical"
"84409_hilonormal_flag","Categorical"
"84409_value","Numeric"
"84412_hilonormal_flag","Categorical"
"84412_value","Numeric + Categorical"
"84423_hilonormal_flag","None"
"84423_value","Numeric"
"84430_hilonormal_flag","None"
"84430_value","Numeric + Categorical"
"84435_hilonormal_flag","Categorical"
"84435_value","Categorical"
"84441_hilonormal_flag","None"
"84441_value","Numeric"
"84452_hilonormal_flag","None"
"84452_value","Categorical"
"84453_hilonormal_flag","None"
"84453_value","Categorical"
"84465_hilonormal_flag","None"
"84465_value","Categorical"
"84500_hilonormal_flag","None"
"84500_value","Categorical"
"84524_hilonormal_flag","None"
"84524_value","Categorical"
"84528_hilonormal_flag","None"
"84528_value","Categorical"
"84543_hilonormal_flag","Categorical"
"84543_value","Categorical"
"84563_hilonormal_flag","Categorical"
"84563_value","Categorical"
"84568_hilonormal_flag","None"
"84568_value","Categorical"
"84583_hilonormal_flag","None"
"84583_value","Categorical"
"84584_hilonormal_flag","None"
"84584_value","Categorical"
"84585_hilonormal_flag","None"
"84585_value","Categorical"
"84591_hilonormal_flag","None"
"84591_value","Categorical"
"84623_hilonormal_flag","Categorical"
"84623_value","Categorical"
"84625_hilonormal_flag","None"
"84625_value","Categorical"
"84626_hilonormal_flag","None"
"84626_value","Categorical"
"84627_hilonormal_flag","None"
"84627_value","Categorical"
"84628_hilonormal_flag","None"
"84628_value","Categorical"
"84629_hilonormal_flag","None"
"84629_value","Categorical"
"84630_hilonormal_flag","None"
"84630_value","Categorical"
"84631_hilonormal_flag","None"
"84631_value","Categorical"
"84632_hilonormal_flag","None"
"84632_value","Categorical"
"84633_hilonormal_flag","None"
"84633_value","Categorical"
"84634_hilonormal_flag","None"
"84634_value","Categorical"
"84635_hilonormal_flag","None"
"84635_value","Categorical"
"84636_hilonormal_flag","None"
"84636_value","Categorical"
"84637_hilonormal_flag","None"
"84637_value","Categorical"
"84638_hilonormal_flag","None"
"84638_value","Categorical"
"84639_hilonormal_flag","None"
"84639_value","Categorical"
"84640_hilonormal_flag","None"
"84640_value","Categorical"
"84641_hilonormal_flag","None"
"84641_value","Categorical"
"84650_hilonormal_flag","Categorical"
"84650_value","Numeric + Categorical"
"84652_hilonormal_flag","Categorical"
"84652_value","Numeric"
"84654_hilonormal_flag","None"
"84654_value","Categorical"
"84658_hilonormal_flag","None"
"84658_value","Categorical"
"84659_hilonormal_flag","None"
"84659_value","Categorical"
"84660_hilonormal_flag","Categorical"
"84660_value","Categorical"
"84661_hilonormal_flag","None"
"84661_value","Categorical"
